CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:35:16.207
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 172
OBJECT_ID = IRIDIUM 172

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 47322.0  0.609842  0.438875 -0.000000 0.659910
60311 47332.0  0.612336  0.441272 -0.000000 0.655991
60311 47342.0  0.614809  0.443662 -0.000000 0.652054
60311 47352.0  0.617262  0.446044 -0.000000 0.648099
60311 47362.0  0.619695  0.448419 -0.000000 0.644126
60311 47372.0  0.622107  0.450787 -0.000000 0.640136
60311 47382.0  0.624498  0.453148 -0.000000 0.636128
60311 47392.0  0.626868  0.455501 -0.000000 0.632103
60311 47402.0  0.629218  0.457847 -0.000000 0.628061
60311 47412.0  0.631546  0.460186 -0.000000 0.624002
60311 47422.0  0.633852  0.462518 -0.000000 0.619926
60311 47432.0  0.636137  0.464843 -0.000000 0.615833
60311 47442.0  0.638400  0.467161 -0.000000 0.611724
60311 47452.0  0.640642  0.469472 -0.000000 0.607597
60311 47462.0  0.642861  0.471775 -0.000000 0.603454
